rada,paar,strateegia,ulatus,algus,lopp,aastaid,n,wr,bruto_r,neto_r,oodatav,pf,sharpe,maxdd,avg_win,avg_loss,avg_r,kokku,aastane,teh_aastas,t,p
A_H1,AUDJPY,MEAN_REVERSION,OOS,2025-09-02,2026-09-02,1.0,52,44.230769230769226,-6.0,-15.94240144640044,-0.30658464320000844,0.5347310910704212,-2.226183518984477,-17.591686947839158,0.7966311950586185,-1.1815489287154712,-0.30658464320000844,-14.972655069061036,-14.98210057434559,52.035616438356165,-2.2254215187845103,0.026052954280485485
A_H1,AUDJPY,MEAN_REVERSION,OOS_HIGH_VOLATILITY,2025-10-01,2026-08-11,0.86,12,33.33333333333333,-4.000000000000064,-5.788134085009857,-0.48234450708415477,0.3662626832407691,-1.8482933918036653,-5.271870857883121,0.8362997826031779,-1.1416666519278211,-0.48234450708415477,-5.686610460277075,-6.583562000270026,13.95859872611465,-1.713722988361337,0.08657961287123372
A_H1,AUDJPY,MEAN_REVERSION,ALL_HIGH_VOLATILITY,2024-03-08,2026-08-11,2.42,38,44.73684210526316,-3.9999999999999614,-9.285288846503844,-0.24434970648694326,0.6101633946095846,-0.964549718055223,-9.386563287937156,0.8548895922297176,-1.1342100911623356,-0.24434970648694326,-9.047711547181725,-3.8383521740925075,15.683050847457626,-1.5014163519512294,0.13324790711436885
A_H1,AUDJPY,MEAN_REVERSION,OOS_LOW_VOLATILITY,2025-09-02,2026-09-02,1.0,40,47.5,-1.999999999999935,-10.15426736139058,-0.2538566840347645,0.5959559625244787,-1.5980340460307054,-12.622891135248505,0.7882799134702902,-1.1967421770155282,-0.2538566840347645,-9.845945155934476,-9.852345265111385,40.02739726027397,-1.5974870550696083,0.11015718093751059
A_H1,AUDJPY,MEAN_REVERSION,ALL_LOW_VOLATILITY,2023-12-28,2026-09-02,2.68,113,47.78761061946903,-4.999999999999897,-24.675719787103002,-0.21836920165577878,0.6430192710382754,-1.4159230372719047,-25.443893144208584,0.8231050888416843,-1.1715829590602365,-0.21836920165577878,-22.327558646330836,-9.004815340566674,42.201687116564415,-2.316935601819399,0.020507240040712027
A_H1,AUDJPY,MEAN_REVERSION,OOS_RANGING,2025-09-02,2026-09-02,1.0,52,44.230769230769226,-6.0,-15.94240144640044,-0.30658464320000844,0.5347310910704212,-2.226183518984477,-17.591686947839158,0.7966311950586185,-1.1815489287154712,-0.30658464320000844,-14.972655069061036,-14.98210057434559,52.035616438356165,-2.2254215187845103,0.026052954280485485
A_H1,AUDJPY,MEAN_REVERSION,ALL_RANGING,2023-12-28,2026-09-02,2.68,151,47.019867549668874,-8.999999999999854,-33.961008633606845,-0.2249073419444162,0.6345992195236085,-1.6907530149645966,-32.18951463332916,0.8307154628923402,-1.1617725812370374,-0.2249073419444162,-29.35513709166472,-12.171252085539663,56.39340490797546,-2.766651683132899,0.0056635230974166895
A_H1,AUDJPY,MOMENTUM,ALL,2023-11-30,2026-09-11,2.78,484,33.47107438016529,-1.7300888611926784,-78.58314589923764,-0.16236187169263974,0.7867181012835509,-1.5365242927407905,-61.045367133757026,1.7892850806695915,-1.1442463632537623,-0.16236187169263974,-56.53807538649783,-25.907763393598593,174.16847290640396,-2.561399614037899,0.010425136471359231
A_H1,AUDJPY,MOMENTUM,TRAIN,2023-11-30,2024-10-30,0.92,148,31.08108108108108,-12.863842081815093,-36.34237645725912,-0.24555659768418325,0.6919429260573764,-2.279171737905656,-35.93532387148852,1.7745758986261773,-1.1565967430790516,-0.24555659768418325,-31.449672572211185,-33.74762686395009,161.3641791044776,-2.1827517353016432,0.02905409774948864
A_H1,AUDJPY,MOMENTUM,VALID,2024-11-01,2025-08-29,0.82,157,33.75796178343949,3.0305306688438067,-18.189832947987675,-0.11585880858590876,0.8432764292112392,-1.133376053351495,-21.707367557368272,1.8466665572719603,-1.1159919277250152,-0.11585880858590876,-17.919651134892124,-21.307542548969227,190.5124584717608,-1.0288739414174317,0.30353891502747565
A_H1,AUDJPY,MOMENTUM,OOS,2025-09-01,2026-09-11,1.02,179,35.19553072625698,8.103222551778606,-24.05093649399084,-0.13436277370944602,0.8210646249944663,-1.2634929516017464,-29.505819478814832,1.7517518126389806,-1.1587181093986776,-0.13436277370944602,-22.75680538205892,-22.288763739255746,174.81216577540107,-1.2785376229758687,0.20105992786356808
A_H1,AUDJPY,MOMENTUM,OOS_HIGH_VOLATILITY,2025-09-24,2026-09-11,0.96,74,33.78378378378378,0.3146175558455828,-10.517356169430812,-0.142126434722038,0.8084618120057192,-0.8951650170682389,-18.354587314668457,1.7757045558980562,-1.1206116340180046,-0.142126434722038,-10.621458348129465,-10.99844705292009,76.78551136363636,-0.8787782937897203,0.3795214976776453
