cur,date,nc_long,nc_short,comm_long,comm_short,oi
CAD,2021-08-10,45445,38980,85808,107979,171602
CAD,2021-08-17,46499,43839,93234,107876,177460
CAD,2021-08-24,44124,38247,89815,104550,171487
CAD,2021-08-31,40686,43534,92528,96630,170439
CAD,2021-09-07,36704,42714,94316,100397,170506
CAD,2021-09-14,36677,45960,102846,101422,175708
CAD,2021-09-21,18954,46831,64253,45399,118528
CAD,2021-09-28,21873,42108,62549,47716,118066
CAD,2021-10-05,18580,45446,65338,49883,120168
CAD,2021-10-12,22382,50242,66803,55075,127827
CAD,2021-10-19,40380,51304,72675,80512,153912
CAD,2021-10-26,45977,42657,69913,96542,159475
CAD,2021-11-02,42037,37875,68542,95983,156194
CAD,2021-11-09,43961,38857,67021,93629,154720
CAD,2021-11-16,44147,35438,62689,89406,148955
CAD,2021-11-23,44320,47455,66164,77561,150275
CAD,2021-11-30,41242,55317,72020,62169,148375
CAD,2021-12-07,41095,50453,72984,66847,155078
CAD,2021-12-14,38230,51358,74451,76510,186638
CAD,2021-12-21,45925,55802,66483,59043,145562
CAD,2021-12-28,42528,52862,62717,55550,138692
CAD,2022-01-04,41905,52930,61198,52656,135633
CAD,2022-01-11,44284,51660,59569,57573,138571
CAD,2022-01-18,49792,42300,58921,72644,143371
CAD,2022-01-25,53129,40812,57492,77073,146448
CAD,2022-02-01,52386,34122,57524,83146,145082
CAD,2022-02-08,54762,39876,58404,75362,145208
CAD,2022-02-15,54424,42254,58524,73640,144815
CAD,2022-02-22,47661,38408,58345,72488,140305
CAD,2022-03-01,50881,36741,57576,79162,143507
CAD,2022-03-08,48492,40846,62360,77854,149425
CAD,2022-03-15,47406,29666,59344,72489,143863
CAD,2022-03-22,29314,34254,59269,66834,124090
CAD,2022-03-29,32429,33964,76738,92256,147421
CAD,2022-04-05,37325,30402,77906,108320,157562
CAD,2022-04-12,37724,25566,76922,110372,155390
CAD,2022-04-19,44063,22837,68989,108327,153302
CAD,2022-04-26,48787,27906,69995,100476,155362
CAD,2022-05-03,44670,35641,72629,85588,152779
CAD,2022-05-10,38679,44086,75215,72276,151009
CAD,2022-05-17,36069,50565,79825,67234,151585
CAD,2022-05-24,28999,41686,74953,68020,138508
CAD,2022-05-31,30520,37527,70006,70333,135929
CAD,2022-06-07,39288,40350,74044,87445,167373
CAD,2022-06-14,56550,33348,79064,109348,175219
CAD,2022-06-21,42260,38155,67084,73662,140047
CAD,2022-06-28,45893,36796,65407,77654,142584
CAD,2022-07-05,45365,41072,67829,72362,145372
CAD,2022-07-12,41613,38108,64673,69326,139297
CAD,2022-07-19,42040,35373,67038,75784,142216
CAD,2022-07-26,46414,30645,61869,84066,144182
CAD,2022-08-02,48342,28065,59355,89762,145914
CAD,2022-08-09,46898,25675,59798,89541,143646
CAD,2022-08-16,51843,24976,58476,90605,147596
CAD,2022-08-23,53617,30390,61209,90892,152685
CAD,2022-08-30,58704,34525,61821,90860,158165
CAD,2022-09-06,57185,39275,66485,85401,160567
CAD,2022-09-13,48102,35677,66866,80342,149556
CAD,2022-09-20,47913,45857,73298,72406,160314
CAD,2022-09-27,33677,51343,75267,53560,140889
CAD,2022-10-04,36246,57653,70624,52677,141799
CAD,2022-10-11,32476,58148,77929,50563,144000
CAD,2022-10-18,35384,55957,78895,53792,146425
CAD,2022-10-25,35607,53762,74064,56011,143417
CAD,2022-11-01,38522,56171,74352,55077,147170
CAD,2022-11-08,39586,58050,75750,57820,147555
CAD,2022-11-15,37456,50376,70173,55944,139753
CAD,2022-11-22,36733,48405,65508,52844,134901
CAD,2022-11-29,35123,51239,66304,52353,136654
CAD,2022-12-06,30717,52807,79379,56474,148891
CAD,2022-12-13,31720,58968,87471,62547,169433
CAD,2022-12-20,39705,66666,94996,72010,180857
CAD,2022-12-27,28879,58912,78624,50198,140544
CAD,2023-01-03,25497,52263,77624,53083,138995
CAD,2023-01-10,22166,53121,75060,47795,133888
CAD,2023-01-17,20897,48156,75387,47899,132346
CAD,2023-01-24,25978,56690,77571,48412,137476
CAD,2023-01-31,26404,56588,77299,49662,140167
CAD,2023-02-07,33292,66383,80689,48743,149621
CAD,2023-02-14,24466,59960,88778,52420,149059
CAD,2023-02-21,21889,59392,90489,50736,151896
CAD,2023-02-28,31599,67673,97390,58930,165097
CAD,2023-03-07,62108,91310,104046,64577,203816
CAD,2023-03-14,60738,92453,146380,110011,244421
CAD,2023-03-21,18812,75633,127798,63349,178185
CAD,2023-03-28,19672,76497,124285,60868,176559
CAD,2023-04-04,16607,75116,118790,60642,169138
CAD,2023-04-11,16914,73493,116537,58332,164875
CAD,2023-04-18,17806,64039,96421,54227,148638
CAD,2023-04-25,24295,68086,93784,47906,151786
CAD,2023-05-02,27899,77995,110317,53730,171054
CAD,2023-05-09,29609,71872,94662,52705,159364
CAD,2023-05-16,28514,71504,98089,53556,161195
CAD,2023-05-23,20388,68914,103597,54457,159199
CAD,2023-05-30,37619,67533,107243,68206,179871
CAD,2023-06-06,21709,60038,106003,67547,168025
CAD,2023-06-13,15536,52204,98335,68959,167232
CAD,2023-06-20,28187,61730,114925,96167,184106
CAD,2023-06-27,50307,53154,73407,90141,167798
CAD,2023-07-03,44178,39651,73437,92252,156284
CAD,2023-07-11,35072,30628,68935,82961,140395
CAD,2023-07-18,33877,33356,73833,86824,146171
CAD,2023-07-25,42759,37229,73539,95635,156395
CAD,2023-08-01,36278,29913,72951,96220,152606
CAD,2023-08-08,29481,30104,73301,77918,140960
CAD,2023-08-15,37112,48523,85774,72005,157827
CAD,2023-08-22,35993,48063,92691,76558,166147
CAD,2023-08-29,42527,58288,94881,76942,177048
CAD,2023-09-05,45761,70724,103959,74498,189660
CAD,2023-09-12,40298,82181,131976,82701,217080
CAD,2023-09-19,19027,67054,184750,135946,246847
CAD,2023-09-26,17006,49702,120758,90939,175848
CAD,2023-10-03,21674,61825,127502,88921,189443
CAD,2023-10-10,20342,66831,124157,75737,179357
CAD,2023-10-17,21640,70179,125109,75003,183938
CAD,2023-10-24,22326,70965,127101,73501,184747
CAD,2023-10-31,25418,74750,133433,77381,198528
CAD,2023-11-07,17171,84892,145272,72704,200364
CAD,2023-11-14,18678,89081,152043,74345,206046
CAD,2023-11-21,19407,84847,145080,74997,203248
CAD,2023-11-28,18991,82233,143464,75927,200864
CAD,2023-12-05,19753,77601,141259,77969,197791
CAD,2023-12-12,19457,74702,153678,92485,213873
CAD,2023-12-19,28862,83195,148747,98170,214241
CAD,2023-12-26,41685,76406,98388,74440,176452
CAD,2024-01-02,50895,72026,97957,89637,184476
CAD,2024-01-09,42286,49666,93842,95629,171557
CAD,2024-01-16,38738,52126,91783,86855,165998
CAD,2024-01-23,34310,42761,87877,84716,155138
CAD,2024-01-30,39101,41489,86763,90963,159376
CAD,2024-02-06,32782,40518,94058,89646,160118
CAD,2024-02-13,35698,41180,92188,85230,161519
CAD,2024-02-20,37108,37971,88205,86860,157666
CAD,2024-02-27,41158,42536,90546,91119,166484
CAD,2024-03-05,42590,62427,106182,82615,183697
CAD,2024-03-12,35964,66838,113942,83646,193223
CAD,2024-03-19,45761,82909,153407,111970,230592
CAD,2024-03-26,37915,88205,121200,66723,190995
CAD,2024-04-02,44220,95443,120307,67826,197171
CAD,2024-04-09,34741,88126,127944,69604,192964
CAD,2024-04-16,37067,119882,166834,75262,237526
CAD,2024-04-23,35873,112323,157017,72555,226747
CAD,2024-04-30,33793,96994,144359,73869,211555
CAD,2024-05-07,32945,102166,148390,76545,216708
CAD,2024-05-14,34286,114589,147626,69406,220840
CAD,2024-05-21,35399,126223,164291,72434,234491
CAD,2024-05-28,37299,123884,189745,99392,264401
CAD,2024-06-04,37360,128999,193449,93545,265761
CAD,2024-06-11,37310,166803,231560,93499,307387
CAD,2024-06-18,22778,170709,292398,134019,351458
CAD,2024-06-25,27790,150202,214107,87777,278437
CAD,2024-07-02,21850,142202,205557,81054,263465
CAD,2024-07-09,20263,131475,198168,84860,257288
CAD,2024-07-16,24734,157207,219027,81448,280941
CAD,2024-07-23,24087,185690,253851,85187,315684
CAD,2024-07-30,23726,219989,289776,85990,351856
CAD,2024-08-06,21993,203625,274249,88811,335120
CAD,2024-08-13,20668,200279,265254,84296,323167
CAD,2024-08-20,19528,183938,258246,91240,314073
CAD,2024-08-27,19325,129327,228771,122627,296041
CAD,2024-09-03,31460,100004,178469,116456,255897
CAD,2024-09-10,23773,92726,176814,109896,251209
CAD,2024-09-17,21464,94614,197838,129777,256538
CAD,2024-09-24,25305,90894,153065,93319,213164
CAD,2024-10-01,25151,95154,156149,95981,216044
CAD,2024-10-08,21643,110794,168983,82753,224645
CAD,2024-10-15,36718,159111,226425,102519,296537
CAD,2024-10-22,28439,169070,245856,97161,308279
CAD,2024-10-29,27399,194898,266311,92045,329945
CAD,2024-11-05,26816,202045,272938,92020,336467
CAD,2024-11-12,22011,204400,283278,91946,342557
CAD,2024-11-19,23904,207470,285755,95079,348354
CAD,2024-11-26,21281,175283,259420,100850,322420
CAD,2024-12-03,21696,181042,261571,96066,324325
CAD,2024-12-10,29034,210588,333506,137570,408181
CAD,2024-12-17,19170,201225,430972,235515,485592
CAD,2024-12-24,13502,190222,299476,111079,345942
CAD,2024-12-31,20884,196592,299876,110756,353686
CAD,2025-01-07,19114,197703,303241,110774,357210
CAD,2025-01-14,23031,190184,292957,111476,350363
CAD,2025-01-21,19503,170290,278535,115457,331635
CAD,2025-01-28,21219,168820,276259,113289,331109
CAD,2025-02-04,20421,180865,293323,122481,346984
CAD,2025-02-11,17911,168745,275360,112763,326849
CAD,2025-02-18,21276,165919,266233,115021,323195
CAD,2025-02-25,20523,158429,261075,118254,319493
CAD,2025-03-04,22175,165945,270391,115411,340218
CAD,2025-03-11,19197,161607,276951,120803,339922
CAD,2025-03-18,18089,154671,300798,153639,347932
CAD,2025-03-25,17948,147482,234774,94578,281126
CAD,2025-04-01,17606,147622,233760,90442,278330
CAD,2025-04-08,16029,135270,218923,89463,258263
CAD,2025-04-15,18265,102125,206811,116668,249484
CAD,2025-04-22,18357,85524,205325,132152,249643
CAD,2025-04-29,16046,83251,208156,132834,249257
CAD,2025-05-06,16677,87322,209571,133102,255101
CAD,2025-05-13,23250,105406,212802,120907,262803
CAD,2025-05-20,22629,126490,216736,103754,266748
CAD,2025-05-27,20418,124316,212692,107690,263232
CAD,2025-06-03,18667,127113,214704,104079,270041
CAD,2025-06-10,19651,112794,223285,132078,288477
CAD,2025-06-17,28154,94487,225119,163264,294801
CAD,2025-06-24,25267,78434,135776,85346,201194
CAD,2025-07-01,22149,85601,141514,80544,203485
CAD,2025-07-08,20344,91952,140689,71995,201326
CAD,2025-07-15,21924,96018,141093,68327,202720
CAD,2025-07-22,23086,93429,140760,69250,200895
CAD,2025-07-29,20884,97317,143816,66528,201852
CAD,2025-08-05,23589,103009,156289,71412,214849
CAD,2025-08-12,20898,110975,162833,69262,221109
CAD,2025-08-19,19028,112107,165165,64347,220859
CAD,2025-08-26,20397,125412,168866,60306,227180
CAD,2025-09-02,16584,125560,173237,57879,225322
CAD,2025-09-09,18704,127621,192465,77424,249304
CAD,2025-09-16,20975,128152,218993,104812,266847
CAD,2025-09-23,18035,132841,169084,44903,212186
CAD,2025-09-30,29920,149825,184464,50185,240191
CAD,2025-10-07,29514,166232,206796,54881,261636
CAD,2025-10-14,27162,164755,215542,62962,269924
CAD,2025-10-21,28098,173206,217778,59424,272419
CAD,2025-10-28,28366,178410,225397,61986,278750
CAD,2025-11-04,27186,186698,238561,65168,292964
CAD,2025-11-10,23151,180786,239920,66042,289605
CAD,2025-11-18,24252,173351,228830,67160,278400
CAD,2025-11-25,21438,171852,232517,69057,280112
CAD,2025-12-02,19047,169094,228183,69033,274997
CAD,2025-12-09,15794,146394,204735,66012,251868
CAD,2025-12-16,25653,112293,186766,94528,244427
CAD,2025-12-23,41739,97532,127092,69902,197138
CAD,2025-12-30,52787,93298,126948,90860,211171
CAD,2026-01-06,56931,97516,125159,89097,218740
CAD,2026-01-13,62705,104955,122096,76281,219263
CAD,2026-01-20,59456,101241,120142,74152,213597
CAD,2026-01-27,77169,93215,118539,104805,227204
CAD,2026-02-03,77397,75267,104119,112035,216252
CAD,2026-02-10,84554,71278,95371,115559,215037
CAD,2026-02-17,89601,63775,93653,124027,218415
CAD,2026-02-24,92812,65234,94074,124334,222562
CAD,2026-03-03,94008,72958,101029,125085,232433
CAD,2026-03-10,93899,57740,145669,190029,288392
CAD,2026-03-17,66507,65621,144314,150520,247753
CAD,2026-03-24,62382,63984,80788,82159,182798
CAD,2026-03-31,56421,89105,121227,87241,217085
CAD,2026-04-07,60714,116362,139988,81950,240735
CAD,2026-04-14,54249,132521,165386,87009,259258
CAD,2026-04-21,60889,119723,158814,99593,255128
CAD,2026-04-28,66517,104993,152035,114892,252679
CAD,2026-05-05,73650,88309,134383,121589,243793
CAD,2026-05-12,77042,93284,134010,120293,251467
CAD,2026-05-19,72674,103905,175009,139285,292877
CAD,2026-05-26,53676,122558,195307,123462,297944
CAD,2026-06-02,37723,131834,224548,124942,305869
CAD,2026-06-09,37944,157943,300856,172044,383773
CAD,2026-06-16,39686,172587,420471,277065,492468
CAD,2026-06-23,39429,186221,267566,111777,342860
CAD,2026-06-30,37989,188795,272249,112922,346500
CAD,2026-07-07,31566,204692,292643,110647,363847
CAD,2026-07-14,29712,205991,298826,112108,368792
CAD,2026-07-21,27007,201455,301799,114798,365599
CAD,2026-07-28,22500,198810,310521,121500,372447
CAD,2026-08-04,13514,192609,305631,118623,365083
CAD,2026-08-11,12854,186216,299975,120289,364104
CAD,2026-08-18,22985,181151,292932,131553,359585
CAD,2026-08-25,36266,157788,256449,133218,329544
CAD,2026-09-01,36262,144405,266881,151599,334800
CAD,2026-09-08,54444,124943,244052,169623,334861
CHF,2000-01-04,3924,13839,28663,15242,43280
CHF,2000-01-11,10610,10664,27730,25832,49828
CHF,2000-01-18,9553,19560,42112,21877,57549
CHF,2000-01-25,3530,24041,50103,18663,60956
CHF,2000-02-01,981,33394,60177,15840,68474
CHF,2000-02-08,1905,33431,59192,19529,70946
CHF,2000-02-15,2726,30313,55946,20421,69682
CHF,2000-02-22,5776,24513,46161,30201,68268
CHF,2000-02-29,1703,28415,58398,23825,69567
CHF,2000-03-07,1798,28066,61042,26069,73487
CHF,2000-03-14,869,25943,37319,4253,46462
CHF,2000-03-21,895,28498,39788,2637,48014
CHF,2000-03-28,3079,14645,24093,10767,39624
CHF,2000-04-04,3885,13560,22044,12380,39166
CHF,2000-04-11,3735,13363,22340,14339,40415
CHF,2000-04-18,2771,16245,27001,10198,41355
CHF,2000-04-25,1775,19394,33770,7894,44731
CHF,2000-05-02,1491,20164,33609,7604,44747
CHF,2000-05-09,1827,22566,34535,8101,46044
CHF,2000-05-16,513,19745,32564,7558,44802
CHF,2000-05-23,1061,19046,36577,9734,47495
CHF,2000-05-30,1659,11935,27862,16852,43436
CHF,2000-06-06,2740,5164,23235,25279,40281
CHF,2000-06-13,10451,1506,17600,34574,48130
CHF,2000-06-20,10376,0,2248,29186,35076
CHF,2000-06-27,8015,0,7237,23700,32663
CHF,2000-07-05,8702,0,9222,28684,36413
CHF,2000-07-11,10607,1147,7919,26098,35282
CHF,2000-07-18,6858,5472,19656,20613,39293
CHF,2000-07-25,1956,4316,22169,21014,38246
CHF,2000-08-01,2059,4966,23326,19262,37775
CHF,2000-08-08,456,17451,38782,14484,49510
CHF,2000-08-15,465,17384,41572,15035,51065
CHF,2000-08-22,17,21507,45877,12336,55008
CHF,2000-08-29,0,21678,44410,11471,54174
CHF,2000-09-05,35,21899,49997,13268,60790
CHF,2000-09-12,0,22852,57150,22852,67266
CHF,2000-09-19,710,23091,38927,5011,47704
CHF,2000-09-26,1211,16988,32418,10317,43443
CHF,2000-10-03,1611,16943,31280,12208,42626
CHF,2000-10-10,1924,15817,33248,13815,44566
CHF,2000-10-17,181,17693,39927,13486,48582
CHF,2000-10-24,181,18186,40248,11548,49114
CHF,2000-10-31,524,17817,41607,13106,51334
CHF,2000-11-07,1000,14199,37474,15987,48949
CHF,2000-11-14,1684,14101,37479,19112,48360
CHF,2000-11-21,1236,15936,40271,16578,49098
CHF,2000-11-28,1275,12438,35874,21848,49675
CHF,2000-12-05,8363,3238,33092,43293,55840
CHF,2000-12-12,12326,3237,33391,49871,64186
CHF,2000-12-19,12627,3787,10291,30433,40067
CHF,2000-12-26,13366,2212,12284,36546,43449
CHF,2001-01-02,13683,2197,12104,38345,47926
CHF,2001-01-09,14003,2044,11610,40550,48022
CHF,2001-01-16,15468,2155,13912,39557,49883
CHF,2001-01-23,15721,2053,16489,41417,52944
CHF,2001-01-30,13453,2616,16408,40186,51103
CHF,2001-02-06,11447,3022,16113,35157,46904
CHF,2001-02-13,10124,2537,17335,33234,45106
CHF,2001-02-20,2548,3881,22438,26048,41578
CHF,2001-02-27,3293,5385,23294,25929,41691
CHF,2001-03-06,5879,5683,21387,29749,44450
CHF,2001-03-13,6135,8053,27570,29073,48823
CHF,2001-03-20,1352,15982,24997,10094,38504
CHF,2001-03-27,900,15931,30918,12009,42018
CHF,2001-04-03,860,16176,28368,10757,40219
CHF,2001-04-10,752,16313,30452,11016,40762
CHF,2001-04-17,257,17002,30299,13204,41101
CHF,2001-04-24,274,18296,32299,14423,43310
CHF,2001-05-01,457,21145,37616,12275,46595
CHF,2001-05-08,1674,22098,40640,12205,51497
CHF,2001-05-15,3493,25490,42745,11369,55039
CHF,2001-05-22,3002,27345,46215,10371,57644
CHF,2001-05-29,2901,26605,45591,12383,57880
CHF,2001-06-05,3395,26737,45895,13385,59218
CHF,2001-06-12,3713,25482,64665,26570,78819
CHF,2001-06-19,2256,20748,33688,5190,44886
CHF,2001-06-26,1837,19198,32748,8201,45280
CHF,2001-07-03,2215,30630,47591,7631,59127
CHF,2001-07-10,2254,28572,42304,7808,57247
CHF,2001-07-17,2508,20626,31135,14154,49243
CHF,2001-07-24,11660,6833,20764,34661,52242
CHF,2001-07-31,12633,5964,19951,36293,51045
CHF,2001-08-07,16351,5352,19002,40055,55078
CHF,2001-08-14,20155,3024,23954,55500,60467
CHF,2001-08-21,21545,842,24044,62060,63620
CHF,2001-08-28,21578,1399,18614,56578,64979
CHF,2001-09-04,18879,3517,22541,50733,63213
CHF,2001-09-10,17375,2609,23705,49775,67436
CHF,2001-09-18,22112,444,4766,43159,49670
CHF,2001-09-25,19377,1038,4669,42519,48890
CHF,2001-10-02,18013,855,7162,41851,48429
CHF,2001-10-09,18420,1338,7611,39154,48135
CHF,2001-10-16,17914,953,12415,41521,47839
CHF,2001-10-23,14717,5274,18990,35778,49156
CHF,2001-10-30,16826,4397,17018,42306,52732
CHF,2001-11-06,15330,3294,19495,44210,53393
CHF,2001-11-13,12389,7170,29719,37628,55854
CHF,2001-11-20,8473,8234,30171,34464,51800
CHF,2001-11-27,6369,10953,34599,31765,53351
CHF,2001-12-04,6330,6535,30764,36430,51077
CHF,2001-12-11,4786,5252,38225,40119,56869
CHF,2001-12-18,10882,3749,5935,24475,34232
CHF,2001-12-21,7322,5072,8411,15193,31069
CHF,2001-12-28,2139,11578,22654,7869,34855
CHF,2002-01-08,2120,7985,17060,9025,27704
CHF,2002-01-15,2837,11857,24865,9883,35162
CHF,2002-01-22,4710,8656,20565,12754,33536
CHF,2002-01-29,1943,20313,37636,9040,46672
CHF,2002-02-05,2042,15999,35015,9097,44628
CHF,2002-02-12,2406,16732,32683,9643,42496
CHF,2002-02-19,4406,16636,29656,10229,43256
CHF,2002-02-26,3343,18242,34624,9778,44593
CHF,2002-03-05,1825,14770,35746,14220,45641
CHF,2002-03-12,3056,11092,39555,31457,54877
CHF,2002-03-19,3593,10148,10982,13942,31147
CHF,2002-03-26,6042,10299,11234,15423,33558
CHF,2002-04-02,8992,10733,10011,17859,34709
CHF,2002-04-09,4164,10704,10360,13036,30241
CHF,2002-04-16,6948,10465,10919,16627,32812
CHF,2002-04-23,13604,6834,8869,31592,43483
CHF,2002-04-30,19662,4555,9264,43645,53449
CHF,2002-05-07,19765,4091,9825,46750,55906
CHF,2002-05-14,16917,3602,12631,43491,53559
CHF,2002-05-21,17652,3831,11015,44360,54273
CHF,2002-05-28,15620,3632,11986,45690,55255
CHF,2002-06-04,14226,4204,15165,44817,54699
CHF,2002-06-11,15115,2640,20647,52339,61771
CHF,2002-06-18,16830,2430,1869,32460,41808
CHF,2002-06-25,16138,1618,2688,33329,42093
CHF,2002-07-02,14447,1274,4420,34447,41514
CHF,2002-07-09,13414,1016,4609,33851,40306
CHF,2002-07-16,14649,564,5243,37458,43504
CHF,2002-07-23,13114,0,8830,36726,43471
CHF,2002-07-30,8888,729,10896,32140,38202
CHF,2002-08-06,8571,2084,15086,30599,40136
CHF,2002-08-13,8339,787,14557,30441,36637
CHF,2002-08-20,8139,1916,14899,28234,37675
CHF,2002-08-27,10848,909,16383,33127,41038
CHF,2002-09-03,12597,1666,14017,35722,43187
CHF,2002-09-10,12296,2062,14298,33608,45547
CHF,2002-09-17,1841,7745,15145,11380,31372
CHF,2002-09-24,3208,6282,11823,14151,29978
CHF,2002-10-01,7551,5446,10858,20283,34820
CHF,2002-10-08,2931,6525,15126,15207,32344
CHF,2002-10-15,3441,6439,15804,17762,34794
CHF,2002-10-22,1589,7744,19236,14076,34064
CHF,2002-10-29,7172,5495,17638,23843,39726
CHF,2002-11-05,15086,4536,7650,33062,46457
CHF,2002-11-12,20436,3195,8208,43183,54699
CHF,2002-11-19,18695,3568,8188,40200,51854
CHF,2002-11-26,9482,3475,10802,26997,39113
CHF,2002-12-03,8857,3549,12739,29755,41297
CHF,2002-12-10,12617,3584,22789,43719,56438
CHF,2002-12-17,21932,2737,1837,37075,45822
CHF,2002-12-23,23980,2157,1963,40324,48996
CHF,2002-12-31,24829,1576,1558,41529,50293
CHF,2003-01-07,24392,1342,1912,43428,51474
CHF,2003-01-14,26106,3076,2222,44057,54413
CHF,2003-01-21,29457,2778,3938,49422,60220
CHF,2003-01-28,27506,2042,6381,49033,57912
CHF,2003-02-04,29146,3400,6493,51237,62069
CHF,2003-02-11,21871,1584,11826,47802,57566
CHF,2003-02-18,17243,2737,16002,45177,55430
CHF,2003-02-25,18644,2801,14237,47121,56247
CHF,2003-03-04,21912,1684,18104,56250,65297
CHF,2003-03-11,22469,1650,28986,65893,76795
CHF,2003-03-18,7649,2617,10831,21496,32564
CHF,2003-03-25,5094,5537,17806,17115,32336
CHF,2003-04-01,5945,3957,15293,22225,33917
CHF,2003-04-08,3574,4794,21260,19568,36072
CHF,2003-04-15,3703,5132,22123,20190,37084
CHF,2003-04-22,6280,8333,21253,20728,38778
CHF,2003-04-29,6251,6577,18341,24449,39583
CHF,2003-05-06,19122,5631,11134,37611,48748
CHF,2003-05-13,19927,4301,11110,42753,53657
