cur,date,nc_long,nc_short,comm_long,comm_short,oi
CAD,2011-04-26,61493,2430,24838,122485,138939
CAD,2011-05-03,59863,5822,30740,118338,139919
CAD,2011-05-10,42698,5495,30104,99527,121478
CAD,2011-05-17,36008,9717,40314,97727,123386
CAD,2011-05-24,31219,9942,41488,94763,120245
CAD,2011-05-31,35657,9255,41643,100975,125654
CAD,2011-06-07,32631,19109,51857,88565,129110
CAD,2011-06-14,33746,14891,54875,103612,142172
CAD,2011-06-21,19983,17779,24090,51741,87905
CAD,2011-06-28,21896,23759,28565,46695,92360
CAD,2011-07-05,31346,24525,25473,63589,105967
CAD,2011-07-12,39535,24201,24080,70701,111624
CAD,2011-07-19,52623,24859,25093,81777,124719
CAD,2011-07-26,52884,16743,27531,93417,128807
CAD,2011-08-02,57482,16445,27593,97892,133150
CAD,2011-08-09,38872,15168,35943,80076,118973
CAD,2011-08-16,23153,19032,39061,60465,103509
CAD,2011-08-23,23368,14564,38944,64812,104672
CAD,2011-08-30,24823,10884,40827,71626,107237
CAD,2011-09-06,18441,16360,48193,67166,109190
CAD,2011-09-13,17337,23640,55828,64452,117403
CAD,2011-09-20,20422,25880,54981,67965,123057
CAD,2011-09-27,21320,41870,32338,21145,86146
CAD,2011-10-04,22713,38395,47148,36124,103733
CAD,2011-10-11,23922,48835,74038,48096,122945
CAD,2011-10-18,23343,48138,74197,48610,123074
CAD,2011-10-25,25368,43291,69325,51351,120187
CAD,2011-11-01,27420,42240,64477,56340,119841
CAD,2011-11-08,28003,43571,64301,57537,122069
CAD,2011-11-15,28819,46034,66149,56849,123967
CAD,2011-11-22,29041,51185,73856,54766,129151
CAD,2011-11-29,30069,56938,86803,62064,143231
CAD,2011-12-06,31022,51193,91372,74694,150326
CAD,2011-12-13,35787,49172,105069,95658,173429
CAD,2011-12-20,21428,48296,90485,93717,174254
CAD,2011-12-27,28132,49944,64290,45089,118735
CAD,2012-01-03,27665,51036,64236,45736,119763
CAD,2012-01-10,23039,51688,67906,48899,120997
CAD,2012-01-17,25118,53848,70249,47130,123101
CAD,2012-01-24,29772,48681,54912,48032,117164
CAD,2012-01-31,30140,49549,54905,48260,119270
CAD,2012-02-07,37065,34881,46984,65258,122955
CAD,2012-02-14,38465,28899,45270,69895,122896
CAD,2012-02-21,47784,33672,40420,72938,129249
CAD,2012-02-28,50763,28283,45369,86896,136553
CAD,2012-03-06,55906,29874,47002,92186,146771
CAD,2012-03-13,59548,32827,61100,111626,172856
CAD,2012-03-20,62768,20453,64621,127121,189870
CAD,2012-03-27,53432,29695,30438,75445,122621
CAD,2012-04-03,57291,27804,29195,80582,126333
CAD,2012-04-10,47992,20025,29950,71160,113833
CAD,2012-04-17,58319,20291,31141,89592,128841
CAD,2012-04-24,63028,18804,30013,98096,134899
CAD,2012-05-01,84458,14235,28754,131303,163036
CAD,2012-05-08,69914,9819,35823,116152,148415
CAD,2012-05-15,66286,15281,37358,103874,140173
CAD,2012-05-22,57577,19022,38781,86973,130992
CAD,2012-05-29,48793,14708,45130,84629,126626
CAD,2012-06-05,39559,24653,63694,81024,137391
CAD,2012-06-12,31308,21688,66261,77184,135037
CAD,2012-06-19,27808,19607,67917,79033,131671
CAD,2012-06-26,27778,18501,39527,46752,95821
CAD,2012-07-03,22923,14225,40158,49308,93160
CAD,2012-07-10,24673,20335,46123,50960,100606
CAD,2012-07-17,23628,24836,50361,50189,103963
CAD,2012-07-24,29695,32127,52846,50324,111062
CAD,2012-07-31,30652,18203,36868,59582,101082
CAD,2012-08-07,43190,24068,32069,64622,109258
CAD,2012-08-14,53894,25301,29523,75171,123658
CAD,2012-08-21,76008,25141,28897,103360,150410
CAD,2012-08-28,86639,25703,32156,116124,163842
CAD,2012-09-04,89309,22754,36806,123990,171278
CAD,2012-09-11,116546,14686,70866,199989,254598
CAD,2012-09-18,126688,14807,111793,250531,296999
CAD,2012-09-25,123643,18297,36716,173003,210066
CAD,2012-10-02,112706,11530,38350,167515,196895
CAD,2012-10-09,106300,10672,40463,162272,192593
CAD,2012-10-16,106369,12619,38298,157782,189466
CAD,2012-10-23,98566,9478,41195,149052,178102
CAD,2012-10-30,86306,7535,39783,139753,167010
CAD,2012-11-06,82882,8120,46619,137784,166422
CAD,2012-11-13,75935,9816,55425,137441,168339
CAD,2012-11-20,72893,11447,61171,135820,169517
CAD,2012-11-27,72663,10284,59723,138285,170497
CAD,2012-12-04,66356,9285,58434,137757,167343
CAD,2012-12-11,74220,11687,57844,144751,178087
CAD,2012-12-18,81493,7215,81681,183505,219922
CAD,2012-12-24,72777,9425,26014,114327,140965
CAD,2012-12-31,73678,7752,25407,113539,137247
CAD,2013-01-08,70435,6430,24292,115271,137314
CAD,2013-01-15,73099,4431,25542,125179,144716
CAD,2013-01-22,66225,8273,29132,115969,141710
CAD,2013-01-29,53915,18858,57342,98176,144927
CAD,2013-02-05,44538,16777,65520,98384,141807
CAD,2013-02-12,39324,12759,67842,99304,140109
CAD,2013-02-19,46033,26654,76550,96554,156182
CAD,2013-02-26,42171,63604,123275,93736,195893
CAD,2013-03-05,39564,86227,151458,92287,221062
CAD,2013-03-12,37020,90417,181721,114056,249150
CAD,2013-03-19,39417,104748,235665,159023,308970
CAD,2013-03-26,26286,88931,105065,33549,160847
CAD,2013-04-02,26212,90756,105344,34219,163150
CAD,2013-04-09,24056,95189,110957,32125,161861
CAD,2013-04-16,26003,101916,119246,33403,171111
CAD,2013-04-23,27940,99619,117167,33999,171804
CAD,2013-04-30,23246,91094,110577,36690,161473
CAD,2013-05-07,25741,77657,92646,40955,149014
CAD,2013-05-14,28352,72769,80107,40993,142482
CAD,2013-05-21,30686,64538,84231,40103,141531
CAD,2013-05-28,28298,61657,88719,39653,144725
CAD,2013-06-04,22351,62127,97317,39310,141838
CAD,2013-06-11,17343,53250,98780,50091,145729
CAD,2013-06-18,15470,41557,100129,64909,145484
CAD,2013-06-25,27186,37824,60951,36596,109819
CAD,2013-07-02,35398,51648,70456,36286,126754
CAD,2013-07-09,37260,61089,80806,39418,140106
CAD,2013-07-16,32187,52230,80511,43701,133870
CAD,2013-07-23,22262,39020,74122,45717,119597
CAD,2013-07-30,20729,32163,66544,44162,111005
CAD,2013-08-06,22629,33065,62191,41327,106787
CAD,2013-08-13,21751,30832,60271,41643,105303
CAD,2013-08-20,26559,36103,60065,39126,108282
CAD,2013-08-27,35375,60334,75703,34516,133392
CAD,2013-09-03,31879,66518,87628,38349,143241
CAD,2013-09-10,24621,55563,89696,47283,137986
CAD,2013-09-17,25286,44050,90759,67900,142925
CAD,2013-09-24,40278,45953,51746,47538,119624
CAD,2013-10-01,43734,44689,50999,52742,122732
CAD,2013-10-08,33857,42520,58507,48234,118332
CAD,2013-10-15,28436,39250,59892,43593,112544
CAD,2013-10-22,28906,34270,53694,48168,109316
CAD,2013-10-29,27233,42470,63565,42044,116157
CAD,2013-11-05,26803,44805,65070,39903,117253
CAD,2013-11-12,29306,45398,61948,38416,118952
CAD,2013-11-19,31656,47991,62818,39597,121813
CAD,2013-11-26,28143,56923,74321,33319,129471
CAD,2013-12-03,32589,74172,85823,29393,145767
CAD,2013-12-10,31049,88563,102583,27153,160759
CAD,2013-12-17,25133,90633,128256,46736,187136
CAD,2013-12-24,28191,86623,97141,23032,149359
CAD,2013-12-31,28206,86162,96555,22616,149037
CAD,2014-01-07,30535,91077,100257,22587,156950
CAD,2014-01-14,34212,101557,108454,24143,171370
CAD,2014-01-21,29423,99750,112401,22597,169456
CAD,2014-01-28,25976,88765,100271,24102,157214
CAD,2014-02-04,29439,89739,103483,24231,160625
CAD,2014-02-11,27745,86673,100937,27304,157495
CAD,2014-02-18,27756,92756,98317,21647,154862
CAD,2014-02-25,24865,83456,87922,20063,141519
CAD,2014-03-04,23306,84402,92528,22654,147033
CAD,2014-03-11,25180,77371,91067,28072,153639
CAD,2014-03-18,27751,97556,108340,32003,186782
CAD,2014-03-25,40441,73656,66564,16585,133246
CAD,2014-04-01,27549,64543,64673,16945,117966
CAD,2014-04-08,28704,63011,63008,20281,120336
CAD,2014-04-15,28288,63714,61985,24143,119525
CAD,2014-04-22,27529,62984,61316,25231,118707
CAD,2014-04-29,30093,60388,60536,30531,123589
CAD,2014-05-06,28044,59644,61606,29890,122287
CAD,2014-05-13,26986,53023,62277,33491,121632
CAD,2014-05-20,26500,53034,63083,32758,121268
CAD,2014-05-27,32581,54391,63738,41669,129989
CAD,2014-06-03,32519,55250,66011,40421,130275
CAD,2014-06-10,30303,54411,62263,34236,125832
CAD,2014-06-17,34582,56115,47778,38467,132209
CAD,2014-06-24,40595,45915,29794,25254,103193
CAD,2014-07-01,44755,42060,30835,40158,111438
CAD,2014-07-08,58245,47950,32588,53286,128555
CAD,2014-07-15,60353,44732,33209,57233,129787
CAD,2014-07-22,62078,41497,33108,59514,129188
CAD,2014-07-29,56459,33768,33594,60469,122619
CAD,2014-08-05,48944,27489,36570,56354,115261
CAD,2014-08-12,44053,26055,35969,49629,108979
CAD,2014-08-19,41844,34563,40948,44290,113301
CAD,2014-08-26,38522,32859,40150,43604,108441
CAD,2014-09-02,35333,26142,39648,49022,105984
CAD,2014-09-09,33400,21770,40549,46908,102951
CAD,2014-09-16,37347,29803,47031,43828,110275
CAD,2014-09-23,27673,24609,24196,17628,76530
CAD,2014-09-30,33014,37580,29652,15494,89376
CAD,2014-10-07,39174,46626,35995,15364,100900
CAD,2014-10-14,35688,51855,42330,12537,104060
CAD,2014-10-21,28837,50371,47671,10901,102170
CAD,2014-10-28,26093,47498,45385,11140,99309
CAD,2014-11-04,29627,49042,49104,13437,104720
CAD,2014-11-11,32668,54514,49367,13356,108445
CAD,2014-11-18,32082,51599,49125,14172,106914
CAD,2014-11-25,32106,48447,45070,15753,102393
CAD,2014-12-02,28533,46922,47891,14619,101752
CAD,2014-12-09,33406,47768,49178,18624,109650
CAD,2014-12-16,32397,48091,55795,21609,129475
CAD,2014-12-23,33904,46091,41241,12050,98477
CAD,2014-12-30,32726,46759,41904,11945,97308
CAD,2015-01-06,31275,48362,48606,14516,103775
CAD,2015-01-13,27599,48778,52263,14608,105003
CAD,2015-01-20,24238,53318,59282,13578,111631
CAD,2015-01-27,28914,52877,56159,15004,112718
CAD,2015-02-03,24553,51874,60231,15559,113662
CAD,2015-02-10,21176,54509,66616,16113,115744
CAD,2015-02-17,19998,52840,64638,15648,111614
CAD,2015-02-24,22423,58668,69197,17737,118014
CAD,2015-03-03,24332,63195,69531,17566,121344
CAD,2015-03-10,22011,61041,86736,25940,146639
CAD,2015-03-17,21001,53823,112562,57523,158576
CAD,2015-03-24,19193,51849,64097,14614,106731
CAD,2015-03-31,18771,48389,66324,21992,110447
CAD,2015-04-07,22081,52100,67159,23581,114881
CAD,2015-04-14,23020,53598,66797,24088,118686
CAD,2015-04-21,33343,60394,64497,30901,126801
CAD,2015-04-28,33858,54767,64232,39337,128938
CAD,2015-05-05,30028,40108,63415,49852,122108
CAD,2015-05-12,29133,33115,62731,62038,123908
CAD,2015-05-19,25184,20836,64147,65543,117811
CAD,2015-05-26,30695,23362,63657,64022,121908
CAD,2015-06-02,30095,31120,66197,53863,123127
CAD,2015-06-09,21004,34749,68560,45882,118799
CAD,2015-06-16,22484,34765,71354,48392,118620
CAD,2015-06-23,18270,35849,38597,14191,81380
CAD,2015-06-30,23105,46555,44418,13665,91797
CAD,2015-07-07,35928,68196,63010,15557,120095
CAD,2015-07-14,38177,78903,76754,16026,138431
CAD,2015-07-21,41443,85011,87887,20556,153762
CAD,2015-07-28,35195,91262,104368,23333,162118
CAD,2015-08-04,33993,98173,112225,24505,170087
CAD,2015-08-11,28546,95951,118620,28840,172252
CAD,2015-08-18,21407,88201,114630,28552,161743
CAD,2015-08-25,29555,89267,114631,33823,168819
CAD,2015-09-01,28964,84083,108541,31967,161893
CAD,2015-09-08,29506,78146,98424,29844,159492
CAD,2015-09-15,28509,75592,118341,49009,188043
CAD,2015-09-22,40901,79295,72839,15226,136213
CAD,2015-09-29,36211,78446,79347,16456,139431
CAD,2015-10-06,29276,64286,69479,17933,121676
CAD,2015-10-13,28207,62156,62925,18203,116800
CAD,2015-10-20,31368,58480,63314,28764,121148
CAD,2015-10-27,34134,53029,65506,33537,122885
CAD,2015-11-03,32017,51508,65076,32432,119629
CAD,2015-11-10,45787,63694,67270,31668,134360
CAD,2015-11-17,45589,73941,75090,25123,141785
CAD,2015-11-24,41304,79921,80182,23034,143742
CAD,2015-12-01,38349,77329,83205,24352,145547
CAD,2015-12-08,48776,88914,86698,24721,162857
CAD,2015-12-15,44262,95271,118379,46407,189775
CAD,2015-12-22,43455,99482,97189,20440,163581
CAD,2015-12-29,47598,108385,101821,21148,172137
CAD,2016-01-05,40898,101028,101060,21325,166610
CAD,2016-01-12,38837,98051,102793,24084,166273
CAD,2016-01-19,33064,99450,105244,22763,165344
CAD,2016-01-26,32767,99586,105878,24681,165240
CAD,2016-02-02,30069,82489,103015,32595,157362
CAD,2016-02-09,27279,79214,104221,44583,157150
CAD,2016-02-16,29077,74162,103804,51417,158608
CAD,2016-02-23,31487,68427,100612,57111,157921
CAD,2016-03-01,31018,61496,102244,64669,159107
CAD,2016-03-08,30550,56331,105413,78193,174347
CAD,2016-03-15,31584,48410,108483,91330,169228
CAD,2016-03-22,21807,36816,46885,37226,98997
CAD,2016-03-29,28146,34326,45660,42001,101099
CAD,2016-04-05,29565,29468,44400,50888,105335
CAD,2016-04-12,28968,26583,45199,55301,107755
CAD,2016-04-19,32473,25165,46801,64866,114198
CAD,2016-04-26,37104,25105,47268,72952,121080
CAD,2016-05-03,39840,20897,47204,77949,123864
CAD,2016-05-10,42040,16166,48293,82183,124765
CAD,2016-05-17,37009,14303,50005,83532,124370
CAD,2016-05-24,32834,12787,55464,81059,123789
CAD,2016-05-31,38753,12494,51879,82201,126518
CAD,2016-06-07,37421,15884,52674,82076,135330
CAD,2016-06-14,42394,23954,74637,115547,177711
CAD,2016-06-21,40664,38069,44071,58205,118157
CAD,2016-06-28,38675,30726,44473,59912,114425
CAD,2016-07-05,41031,29514,43551,61699,116494
CAD,2016-07-12,39963,22788,42740,65261,114230
CAD,2016-07-19,43086,21018,42753,70432,117603
CAD,2016-07-26,44023,20843,43091,66035,118079
CAD,2016-08-02,41711,23953,42005,63882,115825
CAD,2016-08-09,43647,28281,42636,58173,115796
CAD,2016-08-16,46118,33645,43388,66154,124610
CAD,2016-08-23,50097,33363,43820,75437,131618
CAD,2016-08-30,46808,24408,42757,76792,125716
CAD,2016-09-06,44136,23231,43384,73389,122747
CAD,2016-09-13,45790,28732,48174,66685,124676
CAD,2016-09-20,57216,40913,53400,67179,137204
CAD,2016-09-27,34579,46194,44542,25681,105130
CAD,2016-10-04,32585,46662,45693,25329,104219
CAD,2016-10-11,30809,42513,46146,26621,104002
CAD,2016-10-18,23679,37977,43075,27569,95793
CAD,2016-10-25,33274,46598,50812,29164,113501
CAD,2016-11-01,35723,51683,56569,31799,121156
CAD,2016-11-08,32850,54162,60639,30561,120993
CAD,2016-11-15,34293,52892,64713,32179,125532
CAD,2016-11-22,28260,45722,64108,34537,118667
CAD,2016-11-29,25010,43586,61735,34553,114416
CAD,2016-12-06,21538,39696,56070,33177,107289
CAD,2016-12-13,24035,45904,54943,34822,114265
CAD,2016-12-20,22246,34000,52784,38842,106080
CAD,2016-12-27,36597,38195,30039,21370,93212
CAD,2017-01-03,39546,43417,33109,18938,98751
CAD,2017-01-10,28405,36340,33421,22096,90632
CAD,2017-01-17,32064,37520,37227,32371,100307
CAD,2017-01-24,36175,33656,34655,37697,99574
CAD,2017-01-31,44939,41467,36065,46014,114274
CAD,2017-02-07,46127,37577,37515,56453,118424
CAD,2017-02-14,53152,33812,37935,66128,125056
CAD,2017-02-21,58780,34196,38291,70811,131522
CAD,2017-02-28,63125,33035,37216,74841,135442
CAD,2017-03-07,65616,36396,44006,72465,147601
CAD,2017-03-14,74620,53162,73482,86268,176379
CAD,2017-03-21,30293,54696,60428,27964,119123
CAD,2017-03-28,30419,58636,63563,27122,121699
CAD,2017-04-04,38535,68760,66642,27932,133688
CAD,2017-04-11,31432,63766,65672,27077,126412
CAD,2017-04-18,37306,70558,71513,29346,136614
CAD,2017-04-25,52545,95187,81341,28596,165504
CAD,2017-05-02,66565,114269,93666,32196,192692
CAD,2017-05-09,47412,133627,132142,32866,214946
CAD,2017-05-16,39130,137130,145253,36569,219483
CAD,2017-05-23,29681,128790,147449,35345,208304
CAD,2017-05-30,23711,121898,144726,35352,200273
CAD,2017-06-06,26492,120993,145121,39283,210933
CAD,2017-06-13,26781,115376,134249,36156,204115
CAD,2017-06-20,28507,111388,156474,70708,219496
CAD,2017-06-27,28698,78193,78927,30949,143798
CAD,2017-07-03,34300,73672,71029,38736,145079
CAD,2017-07-11,46080,54684,70170,76801,161065
CAD,2017-07-18,60000,51957,65157,87484,169522
CAD,2017-07-25,70385,43772,61163,102679,177330
CAD,2017-08-01,82885,42247,58579,120063,190622
CAD,2017-08-08,98237,35416,58066,143051,205963
CAD,2017-08-15,86455,35106,59593,128702,192026
CAD,2017-08-22,80965,29866,61276,127582,186960
CAD,2017-08-29,86806,33639,59983,128659,191798
CAD,2017-09-05,94732,41088,62321,133671,203353
CAD,2017-09-12,91645,41146,78318,152389,227931
CAD,2017-09-19,100675,41829,149713,229684,299169
CAD,2017-09-26,102688,28083,33487,130317,181913
CAD,2017-10-03,97204,22076,35298,132354,177263
CAD,2017-10-10,97068,20676,33076,130611,175817
CAD,2017-10-17,94507,19421,35726,131461,174347
CAD,2017-10-24,96561,24229,33619,123307,172673
CAD,2017-10-31,84309,26470,32021,103799,157542
CAD,2017-11-07,75460,24571,32552,94493,147706
CAD,2017-11-14,70473,23138,35157,93122,143841
CAD,2017-11-21,67324,22199,34230,96416,143596
CAD,2017-11-28,67882,22224,35966,97790,145257
CAD,2017-12-05,66467,24001,39258,95363,147099
CAD,2017-12-12,62198,20238,45454,98941,149275
CAD,2017-12-19,68451,22550,49332,104903,155022
CAD,2017-12-26,42372,25026,35963,66442,116559
CAD,2018-01-02,49297,34558,37528,68410,126829
CAD,2018-01-09,58581,41120,44166,85917,147839
CAD,2018-01-16,61473,43917,54231,94301,160810
CAD,2018-01-23,69446,46889,53866,100460,168849
CAD,2018-01-30,75296,41831,56192,113618,176871
CAD,2018-02-06,69492,29328,55913,116475,167890
CAD,2018-02-13,62535,30006,52333,102577,155262
CAD,2018-02-20,49373,26246,52401,95370,144832
CAD,2018-02-27,54279,32059,48621,86754,145351
CAD,2018-03-06,54233,34668,46346,68976,139318
CAD,2018-03-13,59919,40499,50424,73576,154478
CAD,2018-03-20,78744,54184,64019,85763,180240
CAD,2018-03-27,33518,60568,63273,30405,127568
CAD,2018-04-03,29558,61430,64223,31105,127509
CAD,2018-04-10,28027,59699,63718,32275,124621
CAD,2018-04-17,28575,58899,62509,39619,128174
CAD,2018-04-24,23559,48703,61316,39466,120406
CAD,2018-05-01,25940,53475,62784,33539,121676
CAD,2018-05-08,33156,57017,63390,35913,128877
CAD,2018-05-15,30419,54075,64838,37415,128708
CAD,2018-05-22,23555,49767,71081,47695,136118
CAD,2018-05-29,32696,48386,81293,62316,147495
CAD,2018-06-05,35266,51305,90417,70056,158317
CAD,2018-06-12,30168,45156,89911,69870,156985
CAD,2018-06-19,45738,59752,85775,92059,190384
CAD,2018-06-26,40866,73665,86272,45363,159233
CAD,2018-07-03,26934,76382,100077,41926,158341
CAD,2018-07-10,26586,79473,101315,42120,159504
CAD,2018-07-17,25594,73078,101031,42490,157927
CAD,2018-07-24,20084,64595,97689,48540,151441
CAD,2018-07-31,23679,55248,84857,49753,140253
CAD,2018-08-07,33269,58167,79517,49789,144934
CAD,2018-08-14,30627,56825,80789,49506,144705
CAD,2018-08-21,32271,59292,79257,52465,145677
CAD,2018-08-28,34111,58900,78787,53377,147679
CAD,2018-09-04,34748,61055,83790,53216,151238
CAD,2018-09-11,30506,57448,97457,62750,158974
CAD,2018-09-18,25979,56090,92956,35472,150538
CAD,2018-09-25,31812,51344,51398,34867,115727
CAD,2018-10-02,41940,60424,48865,38578,127333
CAD,2018-10-09,38867,51012,49286,41083,121489
CAD,2018-10-16,32202,43221,49320,42446,115386
CAD,2018-10-23,32031,39259,53794,45636,118053
CAD,2018-10-30,29436,39091,56057,47585,118508
CAD,2018-11-06,33753,36385,49033,48112,116284
CAD,2018-11-13,36773,39564,53110,47212,121999
CAD,2018-11-20,39059,45348,68576,57302,140651
CAD,2018-11-27,41427,50057,71616,56020,145122
CAD,2018-12-04,38736,51672,83381,64076,156750
CAD,2018-12-11,41672,53341,84808,62493,161530
CAD,2018-12-18,51566,59023,108148,69667,191476
CAD,2018-12-24,27887,72579,99624,46527,159195
CAD,2018-12-31,34330,84979,104762,45172,170168
CAD,2019-01-08,19287,85289,116348,39134,167005
CAD,2019-01-15,17006,76530,105916,40853,155691
CAD,2019-01-22,16727,72823,102840,40096,151010
CAD,2019-01-29,16523,72913,104343,40248,151146
CAD,2019-02-05,19808,61845,91960,44384,141538
CAD,2019-02-12,21433,58970,92005,48601,141172
CAD,2019-02-19,22989,59426,90735,48953,142620
CAD,2019-02-26,21553,60730,98049,53588,147621
CAD,2019-03-05,18210,58654,98021,49449,146552
CAD,2019-03-12,20276,61329,100572,48039,159939
CAD,2019-03-19,16267,64041,112933,50942,167282
CAD,2019-03-26,21194,60765,93842,44583,144311
CAD,2019-04-02,24619,68942,96434,45321,151140
CAD,2019-04-09,24681,67883,93053,45966,149544
CAD,2019-04-16,18256,67418,97019,41698,145041
CAD,2019-04-23,23222,70715,99165,43362,152998
CAD,2019-04-30,19445,66190,103426,47365,154565
CAD,2019-05-07,20117,66232,98696,45798,151258
CAD,2019-05-14,18457,66045,98370,44964,148058
CAD,2019-05-21,16282,58518,88138,43023,140682
CAD,2019-05-28,15878,55301,89942,45632,140449
CAD,2019-06-04,15330,57089,99023,55664,151970
CAD,2019-06-11,25597,58437,96453,69782,159212
CAD,2019-06-18,19796,57867,70537,67737,160795
CAD,2019-06-25,24750,39540,71645,69078,137543
CAD,2019-07-02,45057,38764,70570,90343,157998
CAD,2019-07-09,48734,39508,74021,99594,164842
CAD,2019-07-16,63098,42134,74284,116508,182946
CAD,2019-07-23,69694,38944,74876,121515,187397
CAD,2019-07-30,66305,44583,75564,113887,182478
CAD,2019-08-06,63598,39432,72567,104262,172657
CAD,2019-08-13,50065,35865,73207,98380,160861
CAD,2019-08-20,47368,34331,71980,92293,155837
CAD,2019-08-27,48292,37387,72672,92086,158921
CAD,2019-09-03,48206,42857,80697,91268,167396
CAD,2019-09-10,54971,43448,82997,108864,183058
CAD,2019-09-17,62004,42181,83296,111040,187795
CAD,2019-09-24,40323,35731,48674,59118,123017
CAD,2019-10-01,46303,39976,49998,63454,130937
CAD,2019-10-08,49071,43758,53697,59579,136105
CAD,2019-10-15,58007,45046,54260,76985,149079
CAD,2019-10-22,71410,38017,57738,106358,170305
CAD,2019-10-29,81982,38393,63589,127040,189971
CAD,2019-11-05,87774,33772,64506,137583,192882
CAD,2019-11-12,73671,31298,70603,127432,182793
CAD,2019-11-19,65040,36175,68701,110343,172759
CAD,2019-11-26,60930,40586,67607,99823,167350
CAD,2019-12-03,64040,42569,79966,110194,184060
CAD,2019-12-10,55285,34544,69682,101534,169219
CAD,2019-12-17,47523,36332,85984,121501,189458
CAD,2019-12-24,51478,42981,65276,95855,158666
CAD,2019-12-31,63961,52048,61553,101602,175666
CAD,2020-01-07,68756,42389,70831,120354,189996
CAD,2020-01-14,70428,37576,69928,130028,190229
CAD,2020-01-21,74399,36105,68338,129088,188596
CAD,2020-01-28,76299,41709,68537,119269,185499
CAD,2020-02-04,67193,48630,63080,100666,174000
CAD,2020-02-11,68225,58520,57774,77069,166914
CAD,2020-02-18,61559,53742,64458,78962,164698
CAD,2020-02-25,63658,49034,66151,88098,168819
CAD,2020-03-03,55191,44612,65372,82628,160511
CAD,2020-03-10,48055,50045,89173,88883,175226
CAD,2020-03-17,43114,52737,105434,80846,183137
CAD,2020-03-24,21323,50568,74060,42740,124226
CAD,2020-03-31,21517,43446,75075,48465,122891
CAD,2020-04-07,17052,41485,72887,43400,117523
CAD,2020-04-14,18038,41798,75178,43815,119798
CAD,2020-04-21,19804,43695,75330,41407,121213
CAD,2020-04-28,16032,45076,75079,39250,117660
CAD,2020-05-05,17007,49059,75117,39549,119300
CAD,2020-05-12,16995,49241,76154,38624,120453
CAD,2020-05-19,23142,58198,77910,40986,130099
CAD,2020-05-26,21844,55798,77827,41753,129849
CAD,2020-06-02,19774,52912,78954,46714,128476
CAD,2020-06-09,22298,47127,69735,44625,120459
CAD,2020-06-16,19695,45181,77777,53414,125654
CAD,2020-06-23,22852,43686,55180,37083,105412
CAD,2020-06-30,28174,48693,63828,44799,118197
CAD,2020-07-07,31660,48478,64037,46157,121226
CAD,2020-07-14,27642,47417,94450,75090,148003
CAD,2020-07-21,34284,50982,78161,68570,143606
CAD,2020-07-28,32105,44601,74931,70498,139397
CAD,2020-08-04,19907,43102,83036,69563,137101
CAD,2020-08-11,17256,46803,85901,68214,136885
CAD,2020-08-18,19497,53084,88099,66794,141600
CAD,2020-08-25,21590,50908,75116,57447,129557
CAD,2020-09-01,26590,53596,76403,66642,140520
CAD,2020-09-08,29626,46981,73353,69632,137618
CAD,2020-09-15,28909,45852,69085,82605,147273
CAD,2020-09-22,23588,42470,61980,57005,117564
CAD,2020-09-29,21619,40567,59778,52569,113862
CAD,2020-10-06,20808,38855,62803,52103,113818
CAD,2020-10-13,24638,38202,63693,61172,121956
CAD,2020-10-20,24725,43800,64516,58059,123266
CAD,2020-10-27,24739,42808,64900,60423,122403
CAD,2020-11-03,21549,42235,70230,63111,124892
CAD,2020-11-10,25962,47311,71253,71346,136456
CAD,2020-11-17,26205,46564,72094,72587,136614
CAD,2020-11-24,31529,48375,70279,74745,140823
CAD,2020-12-01,28702,49945,74790,79728,147803
CAD,2020-12-08,34713,55451,77949,85688,163589
CAD,2020-12-15,39856,55572,107352,122442,196230
CAD,2020-12-21,43198,33113,69708,107047,156597
CAD,2020-12-29,42178,26810,69745,111061,154464
CAD,2021-01-05,41560,27036,71354,109613,156124
CAD,2021-01-12,43386,31313,70977,105045,156675
CAD,2021-01-19,43633,33307,69173,100943,154231
CAD,2021-01-26,53680,39910,70471,110818,168896
CAD,2021-02-02,46645,30549,69432,108690,158155
CAD,2021-02-09,44274,34746,68785,104440,158454
CAD,2021-02-16,45021,36857,68547,102135,159266
CAD,2021-02-23,46899,37767,68966,109887,166868
CAD,2021-03-02,51391,36064,67338,114438,168689
CAD,2021-03-09,50022,39041,70529,113146,173078
CAD,2021-03-16,50907,40644,82575,111850,186932
CAD,2021-03-23,46786,41683,67367,98986,162170
CAD,2021-03-30,48462,41944,68228,102279,164199
CAD,2021-04-06,47506,44816,71329,100750,166118
CAD,2021-04-13,48056,45650,71821,100166,166186
CAD,2021-04-20,53824,40578,71858,113008,173145
CAD,2021-04-27,56675,40953,72924,119629,180771
CAD,2021-05-04,74280,48333,69279,129984,196817
CAD,2021-05-11,79329,40700,72089,138338,201955
CAD,2021-05-18,82026,35914,73359,148337,207963
CAD,2021-05-25,84183,39372,76439,151974,213176
CAD,2021-06-01,89467,40695,83447,165928,228957
CAD,2021-06-08,80989,35708,81541,158724,220053
CAD,2021-06-15,73071,28817,129185,202106,252936
CAD,2021-06-22,69074,25849,88461,155151,202787
CAD,2021-06-29,68301,22500,83461,154243,196928
CAD,2021-07-06,69923,28745,86106,152773,202136
CAD,2021-07-13,63107,36731,91664,142114,198714
CAD,2021-07-20,59883,46968,89082,114958,189308
CAD,2021-07-27,47048,41674,88808,110050,174701
CAD,2021-08-03,46064,38604,85956,109045,170609
